"Niveau 1";"Niveau 2";"Niveau 3";"Niveau 4";"Niveau 5";"Niveau 6";"Niveau 7";"Niveau 8";"Niveau 9";"Priorité";"Progression";"Date de début";"Échéance";"Durée (jours)";Effort (jours);"Jalon";"Ressources";
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"39 Concurrence";"39K";"39K Demande en cessation et/ou en nullité et/ou en réparation du fait de pratiques anticoncurrentielles";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"39 Concurrence";"39L";"39L Demande en cessation et/ou en nullité et/ou en réparation du fait de pratiques restrictives";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"39 Concurrence";"39M";"39M Recours contre les décisions de communication ou de production de pièces susceptibles d'être couvertes par un secret des affaires";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"39 Concurrence";"39X";"39X Concurrence - Propriété industrielle- nature d'affaire indéterminée";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"39 Concurrence";"39Z";;;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3A Propriété industrielle: Brevets, certificats complémentaires de protection et topographie de semi-conducteurs";"3AA";"3AA Demande en contrefaçon de brevet européen";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3A Propriété industrielle: Brevets, certificats complémentaires de protection et topographie de semi-conducteurs";"3AB";"3AB Demande en contrefaçon de brevet français, de certificat complémentaires de protection ou de topographie de semi-conducteurs";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3A Propriété industrielle: Brevets, certificats complémentaires de protection et topographie de semi-conducteurs";"3AC";"3AC Demande en non-contrefaçon de brevet européen";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3A Propriété industrielle: Brevets, certificats complémentaires de protection et topographie de semi-conducteurs";"3AD";"3AD Demande en non-contrefaçon de brevet français, de certificat complémentaires de protection";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3A Propriété industrielle: Brevets, certificats complémentaires de protection et topographie de semi-conducteurs";"3AE";"3AE Demande en nullité de brevet européen";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3A Propriété industrielle: Brevets, certificats complémentaires de protection et topographie de semi-conducteurs";"3AF";"3AF Demande en nullité de brevet français, de certificat complémentaires de protection ou de topographie de semi-conducteurs";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3A Propriété industrielle: Brevets, certificats complémentaires de protection et topographie de semi-conducteurs";"3AG";"3AG Demande de rémunération d'un inventeur salarié";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3A Propriété industrielle: Brevets, certificats complémentaires de protection et topographie de semi-conducteurs";"3AH";"3AH Demande en exécution, nullité, résolution d'un contrat de licence ou de cession de brevet";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3A Propriété industrielle: Brevets, certificats complémentaires de protection et topographie de semi-conducteurs";"3AI";"3AI Recours contre les décisions du directeur de l'INPI- brevets -";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3A Propriété industrielle: Brevets, certificats complémentaires de protection et topographie de semi-conducteurs";"3AZ";"3AZ Autres demandes en matière de brevets, certificats complémentaires de protection et topographie de semi-conducteurs";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3B Propriété industrielle: Obtentions végétales";"3BA";"3BA Demande en contrefaçon d'obtention végétale communautaire";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3B Propriété industrielle: Obtentions végétales";"3BB";"3BB Demande en contrefaçon d'obtention végétale nationale";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3B Propriété industrielle: Obtentions végétales";"3BC";"3BC Demande en nullité du certificat d'obtention végétale communautaire";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3B Propriété industrielle: Obtentions végétales";"3BD";"3BD Demande en nullité du certificat d'obtention végétale nationale";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3B Propriété industrielle: Obtentions végétales";"3BE";"3BE Demande en exécution, nullité, résolution d'un contrat de licence ou de cession d'obtention végétale";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3B Propriété industrielle: Obtentions végétales";"3BF";"3BF Recours contre les décisions de l'Instance nationale des obtentions végétales";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3B Propriété industrielle: Obtentions végétales";"3BZ";"3BZ Autres demandes en matière d'obtention végétale";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3C Propriété industrielle: Marques";"3CA";"3CA Demande en contrefaçon de marque communautaire";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3C Propriété industrielle: Marques";"3CB";"3CB Demande en contrefaçon de marque française ou internationale";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3C Propriété industrielle: Marques";"3CC";"3CC Demande en nullité de marque";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3C Propriété industrielle: Marques";"3CD";"3CD Demande en déchéance de marque";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3C Propriété industrielle: Marques";"3CE";"3CE Recours contre les décisions du directeur de l'INPI - marques -";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3C Propriété industrielle: Marques";"3CF";"3CF Demande en exécution, nullité, résolution d'un contrat de licence ou de cession de marques";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3C Propriété industrielle: Marques";"3CZ";"3CZ Autres demandes en matière de marques";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3D Propriété industrielle: Indications géographiques (appellations d'origine contrôlée)";"3DA";"3DA Demande en contrefaçon - indications géographiques (appellations d'origine contrôlée)";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3D Propriété industrielle: Indications géographiques (appellations d'origine contrôlée)";"3DZ";"3DZ Autres demandes en matière d'indications géographiques (appellations d'origine contrôlée)";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3E Propriété industrielle: Dessins et modèles";"3EA";"3EA Demande en contrefaçon de dessins et modèles communautaires";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3E Propriété industrielle: Dessins et modèles";"3EB";"3EB Demande en contrefaçon de dessins et modèles français ou internationaux";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3E Propriété industrielle: Dessins et modèles";"3EC";"3EC Demande en nullité de dessins et modèles communautaires non enregistrés";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3E Propriété industrielle: Dessins et modèles";"3ED";"3ED Demande en nullité de dessins et modèles français ou internationaux";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3E Propriété industrielle: Dessins et modèles";"3EE";"3EE Recours contre les décisions du directeur de l'INPI - dessins et modèles -";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3E Propriété industrielle: Dessins et modèles";"3EF";"3EF Demande en exécution, nullité, résolution d'un contrat de licence ou de cession de dessins et modèles";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.10. Propriété industrielle";"3E Propriété industrielle: Dessins et modèles";"3EZ";"3EZ Autres demandes en matière de dessins et modèles";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.11. Propriété littéraire et artistique";"79 Propriété littéraire et artistique";"79A";"79A Demande tendant à faire cesser et/ou à sanctionner une contrefaçon ou une atteinte illicite au droit de l'auteur, à un droit voisin du droit d'auteur ou à un droit de producteur de base de données";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.11. Propriété littéraire et artistique";"79 Propriété littéraire et artistique";"79B";"79B Demande en paiement de droits d'auteur ou de droits voisins";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.11. Propriété littéraire et artistique";"79 Propriété littéraire et artistique";"79C";"79C Demande tendant à faire cesser et/ou à sanctionner l'inexécution des obligations de l'éditeur dans un contrat d'édition";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.11. Propriété littéraire et artistique";"79 Propriété littéraire et artistique";"79D";"79D Demande tendant à faire cesser et/ou à sanctionner l'inexécution des obligations de l'auteur dans un contrat d'édition";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.11. Propriété littéraire et artistique";"79 Propriété littéraire et artistique";"79E";"79E Demande relative à un contrat de représentation d'une oeuvre littéraire ou artistique";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.11. Propriété littéraire et artistique";"79 Propriété littéraire et artistique";"79F";"79F Demande relative à un contrat de production d'une oeuvre audiovisuelle, de vidéogrammes, de phonogrammes ou de bases de données";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.11. Propriété littéraire et artistique";"79 Propriété littéraire et artistique";"79Z";"79Z Autres demandes relatives à la propriété littéraire et artistique";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.12. Suivi des expertises";"70 Propriété et possession immobilières";"70L";"70L Demande de désignation d'un expert par le président du TJ, en vue de la déclaration de l'état de carence du propriétaire d'un immeuble";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.12. Suivi des expertises";"70 Propriété et possession immobilières";"70M";"70M Demande de désignation d'expert pour un immeuble menaçant ruine";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.13. Affaires gracieuses";"11 Etat civil";"11A";"11A Demande de jugement déclaratif d'un acte de l'état civil ou de reconstitution d'un acte ou d'un registre de l'état civil détruit";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.13. Affaires gracieuses";"11 Etat civil";"11B";"11B Demande de rectification d'un acte de l'état civil";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.13. Affaires gracieuses";"11 Etat civil";"11C";"11C Demande sanctionnant le dysfonctionnement de l'état civil";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.13. Affaires gracieuses";"11 Etat civil";"11D";"11D Demande d'annulation d'un acte de l'état civil ou des pièces en tenant lieu";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.13. Affaires gracieuses";"11 Etat civil";"11E";"11E Demande de modification de la mention du sexe dans les actes d'état civil";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.13. Affaires gracieuses";"11 Etat civil";"11F";"11F Contestation d'une décision d'irrecevabilité d'une déclaration conjointe de PACS";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.13. Affaires gracieuses";"11 Etat civil";"11G";"11G Demande aux fins d'annulation de PACS";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.13. Affaires gracieuses";"11 Etat civil";"11Z";"11Z Autres demandes concernant l'état civil";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège Non Spécialisé";"4. Civil NS";"4.13. Affaires gracieuses";"13 Absence et disparition";"13A";"13A Demande de jugement déclaratif de décès en cas de disparition";;;;;;;;;;;
